"Latest: Time (s)","Latest: Potential (mV)","Latest: Z-Axis Acceleration 1 (m/s²)","Latest: Z-Axis Acceleration 2 (m/s²)","Latest: Z-Axis Acceleration 3 (m/s²)"
0.0128,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.013,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0132,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0134,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0136,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0138,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.014,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0142,4.66237815097,9.18336240051,9.11496513951,8.98911824406
0.0144,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0146,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0148,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.015,4.66237815097,9.2091901059,9.13943880433,9.01485128052
0.0152,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0154,5.01558861695,9.2091901059,9.13943880433,9.01485128052
0.0156,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.0158,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.016,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0162,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.0164,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.0166,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.0168,4.66237815097,9.2091901059,9.13943880433,9.01485128052
0.017,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0172,4.66237815097,9.2350178113,9.13943880433,9.01485128052
0.0174,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0176,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0178,4.66237815097,9.2091901059,9.13943880433,9.03897600219
0.018,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0182,4.66237815097,9.2091901059,9.13943880433,9.01485128052
0.0184,4.66237815097,9.2091901059,9.13943880433,9.01485128052
0.0186,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0188,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.019,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0192,4.66237815097,9.2091901059,9.11496513951,9.01485128052
0.0194,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0196,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0198,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.02,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0202,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0204,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0206,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0208,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.021,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0212,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0214,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0216,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0218,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.022,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0222,4.66237815097,9.2091901059,9.13943880433,9.03897600219
0.0224,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0226,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0228,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.023,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0232,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0234,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0236,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0238,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.024,4.66237815097,9.2091901059,9.13943880433,9.03897600219
0.0242,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0244,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0246,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0248,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.025,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0252,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0254,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0256,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0258,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.026,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0262,4.66237815097,9.2091901059,9.16391246914,9.03897600219
0.0264,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0266,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0268,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.027,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0272,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0274,4.66237815097,9.18336240051,9.13943880433,9.0904420751
0.0276,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0278,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.028,4.66237815097,9.18336240051,9.11496513951,9.0904420751
0.0282,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0284,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0286,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0288,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.029,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0292,4.66237815097,9.2091901059,9.11496513951,9.06470903865
0.0294,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0296,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0298,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.03,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0302,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0304,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0306,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0308,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.031,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0312,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0314,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0316,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0318,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.032,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.0322,4.66237815097,9.18336240051,9.09049147469,9.06470903865
0.0324,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0326,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0328,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.033,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0332,5.01558861695,9.18336240051,9.11496513951,9.03897600219
0.0334,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0336,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0338,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.034,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0342,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0344,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0346,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0348,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.035,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0352,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0354,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0356,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0358,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.036,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0362,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0364,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.0366,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.0368,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.037,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0372,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0374,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0376,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0378,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.038,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0382,4.66237815097,9.15753469511,9.13943880433,9.03897600219
0.0384,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0386,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0388,4.66237815097,9.15753469511,9.13943880433,9.06470903865
0.039,4.66237815097,9.15753469511,9.11496513951,9.06470903865
0.0392,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0394,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0396,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0398,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.04,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0402,4.66237815097,9.15753469511,9.13943880433,9.03897600219
0.0404,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0406,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0408,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.041,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0412,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0414,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0416,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.0418,4.66237815097,9.15753469511,9.09049147469,9.03897600219
0.042,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0422,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0424,5.01558861695,9.18336240051,9.09049147469,9.03897600219
0.0426,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0428,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.043,4.66237815097,9.18336240051,9.09049147469,9.06470903865
0.0432,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0434,4.66237815097,9.18336240051,9.11496513951,9.0904420751
0.0436,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0438,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.044,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0442,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0444,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0446,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0448,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.045,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0452,4.66237815097,9.2350178113,9.09049147469,9.06470903865
0.0454,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0456,4.66237815097,9.2091901059,9.09049147469,9.06470903865
0.0458,4.66237815097,9.2350178113,9.09049147469,9.03897600219
0.046,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0462,5.01558861695,9.2091901059,9.11496513951,9.06470903865
0.0464,4.66237815097,9.2350178113,9.11496513951,9.03897600219
0.0466,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0468,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.047,4.66237815097,9.2350178113,9.11496513951,9.03897600219
0.0472,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0474,4.66237815097,9.2091901059,9.13943880433,9.03897600219
0.0476,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0478,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.048,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.0482,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0484,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0486,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0488,4.66237815097,9.2091901059,9.11496513951,9.03897600219
0.049,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0492,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0494,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0496,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0498,5.01558861695,9.18336240051,9.11496513951,9.01485128052
0.05,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0502,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0504,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0506,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0508,4.66237815097,9.15753469511,9.11496513951,9.01485128052
0.051,4.66237815097,9.18336240051,9.11496513951,8.98911824406
0.0512,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0514,4.66237815097,9.18336240051,9.09049147469,8.98911824406
0.0516,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0518,4.66237815097,9.18336240051,9.11496513951,8.98911824406
0.052,4.66237815097,9.15753469511,9.11496513951,9.01485128052
0.0522,4.66237815097,9.15753469511,9.11496513951,8.98911824406
0.0524,4.66237815097,9.18336240051,9.11496513951,8.98911824406
0.0526,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0528,4.66237815097,9.18336240051,9.13943880433,8.98911824406
0.053,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0532,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0534,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0536,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0538,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.054,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0542,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0544,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0546,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0548,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.055,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0552,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0554,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0556,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0558,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.056,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0562,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0564,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0566,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0568,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.057,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0572,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0574,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0576,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0578,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.058,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0582,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0584,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0586,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0588,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.059,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0592,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0594,4.66237815097,9.15753469511,9.11496513951,9.01485128052
0.0596,5.01558861695,9.18336240051,9.11496513951,9.01485128052
0.0598,4.66237815097,9.15753469511,9.11496513951,9.01485128052
0.06,4.66237815097,9.15753469511,9.09049147469,9.01485128052
0.0602,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0604,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0606,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0608,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.061,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0612,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0614,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0616,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0618,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.062,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0622,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0624,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0626,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0628,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.063,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0632,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0634,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0636,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0638,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.064,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0642,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0644,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0646,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0648,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.065,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0652,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0654,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0656,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0658,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.066,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0662,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0664,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0666,4.66237815097,9.18336240051,9.13943880433,9.06470903865
0.0668,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.067,4.66237815097,9.18336240051,9.11496513951,9.06470903865
0.0672,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0674,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0676,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0678,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.068,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0682,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0684,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0686,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0688,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.069,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0692,5.01558861695,9.18336240051,9.11496513951,9.03897600219
0.0694,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0696,4.66237815097,9.18336240051,9.09049147469,9.01485128052
0.0698,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.07,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0702,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0704,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0706,4.66237815097,9.18336240051,9.09049147469,9.01485128052
0.0708,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.071,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0712,4.66237815097,9.18336240051,9.09049147469,9.03897600219
0.0714,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0716,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0718,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.072,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0722,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0724,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0726,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0728,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.073,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0732,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0734,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0736,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0738,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.074,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0742,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0744,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0746,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0748,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.075,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0752,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0754,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0756,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0758,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.076,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0762,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0764,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0766,4.66237815097,9.15753469511,9.11496513951,9.03897600219
0.0768,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.077,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0772,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0774,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0776,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0778,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.078,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0782,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0784,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0786,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0788,4.66237815097,9.15753469511,9.13943880433,9.03897600219
0.079,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0792,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0794,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0796,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0798,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.08,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0802,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0804,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0806,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0808,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.081,4.66237815097,9.15753469511,9.13943880433,9.03897600219
0.0812,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0814,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0816,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0818,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.082,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0822,4.66237815097,9.18336240051,9.13943880433,9.01485128052
0.0824,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0826,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0828,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.083,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0832,4.66237815097,9.18336240051,9.11496513951,9.01485128052
0.0834,4.66237815097,9.18336240051,9.13943880433,9.03897600219
0.0836,4.66237815097,9.18336240051,9.11496513951,9.03897600219
0.0838,4.66237815097,9.18336240051,9.11496513951,9.01485128052
