"Latest: Time (s)","Latest: Y-Axis Acceleration 1 (m/s²)","Latest: Y-Axis Acceleration 2 (m/s²)","Latest: Y-Axis Acceleration 3 (m/s²)","Latest: Z-Axis Acceleration (m/s²)","Latest: Potential (mV)"
-0.02,-0.0394630871597,-0.023512475309,0.0161506763834,0.00648505578283,0
-0.0198,-0.0394630871597,0.0141074851854,0.124590932101,-0.0281019083923,0
-0.0196,-0.00438478746219,0.0141074851854,0.0161506763834,0.00648505578283,0
-0.0194,0.0306935122353,-0.0611324358033,0.0876751003671,0.00648505578283,0
-0.0192,0.0306935122353,0.0141074851854,0.0161506763834,-0.0281019083923,0
-0.019,-0.0394630871597,-0.023512475309,0.0876751003671,0.0410720199579,0
-0.0188,-0.0394630871597,0.0141074851854,0.0161506763834,0.00648505578283,0
-0.0186,-0.00438478746219,-0.023512475309,0.0876751003671,-0.0281019083923,0
-0.0184,-0.0394630871597,0.0517274456797,0.0530665081169,0.0410720199579,0
-0.0182,0.0306935122353,-0.023512475309,0.0876751003671,0.00648505578283,0
-0.018,-0.0745413868572,-0.023512475309,0.0161506763834,-0.0281019083923,0
-0.0178,0.0306935122353,0.0141074851854,0.0876751003671,0.00648505578283,0
-0.0176,-0.0394630871597,0.0141074851854,0.0161506763834,0.00648505578283,0
-0.0174,-0.0394630871597,0.0141074851854,0.124590932101,-0.0281019083923,0
-0.0172,-0.00438478746219,-0.023512475309,0.0161506763834,0.00648505578283,0
-0.017,0.10085011163,-0.0611324358033,0.0876751003671,0.00648505578283,0
-0.0168,-0.0394630871597,-0.023512475309,-0.0207651553501,-0.0281019083923,0
-0.0166,-0.0394630871597,-0.023512475309,0.0161506763834,-0.0281019083923,0
-0.0164,-0.00438478746219,-0.023512475309,0.0161506763834,0.00648505578283,0
-0.0162,0.0306935122353,-0.023512475309,0.0161506763834,-0.0281019083923,0
-0.016,0.0306935122353,0.0517274456797,0.0530665081169,-0.0281019083923,0
-0.0158,0.0306935122353,0.0517274456797,0.0161506763834,-0.0281019083923,0
